datetime	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Air_Temperature_celsius	Dewpoint_Air_Temperature_Celsius	Ten_Meter_Elevation_Wind_Speed_meterPerSecond
582	424.9976399423999	19.9013125	14.775770834	3.44
583	74.62118400768001	14.64208889	12.547777778	1.702
584	804.53952	16.20668182	11.185136366	1.32
585	509.9864400576	14.93275	9.820291666000003	NA
586	493.23311994240004	17.79283333	12.116749996	NA
587	289.6185599424	20.37460417	16.16960417	NA
588	364.87727994240004	21.73264583	18.203729164	NA
589	451.7125199424001	22.72633333	18.76133333	NA
590	109.75041729216002	21.85875676	20.100810814	2.178571429
591	349.2705600576	22.89197917	19.984562504	2.13625
592	407.95596	21.41758333	17.094416664	1.182083333
593	355.04424005760006	21.64566667	18.004125004	1.450416667
594	499.6864800576	24.23502083	19.369562496	1.479583333
595	378.02916000000005	25.56272917	20.371562504	1.523958333
596	310.06764005760004	25.435875	20.690083334	2.820833333
597	619.38432	19.68997917	13.285354170000002	2.68125
598	783.3231360000002	17.61027083	10.430604164000002	1.36625
599	482.87155207680007	20.51475	15.506124999999999	1.40125
600	510.2470800000001	22.58766667	16.894958336000002	1.66
601	171.92771999424002	22.3125	19.219125	2.864375
602	536.4869357376	16.46070833	9.535874996	2.67875
603	696.9127679999999	16.49970833	9.354458330000002	1.129791667
604	671.1623648064001	18.08841667	10.387625004	0.8125
605	640.1633091840001	19.8159375	12.4895625	0.842708333
606	534.2277286655999	21.392125	14.93925	0.784166667
607	467.9335761408001	22.15204255	16.737319146	1.109787234
608	325.8460799424	NA	NA	1.872083333
609	818.8439040000001	NA	NA	1.052083333
610	652.0796873856001	21.57435417	15.509979169999998	0.932291667
611	565.78284	22.52285417	16.666687504000002	1.608541667
612	481.2185871936001	23.321875	18.588666665999998	1.754791667
613	529.2828000576001	24.19747917	19.118395836	1.814791667
614	414.60803994240007	24.01083333	19.988416664	2.145833333
615	287.86752	23.84810417	21.836895836	1.319166667
616	487.1397599424001	25.17766667	21.03491667	1.941875
617	147.24288	23.51352083	21.057562496000003	1.735833333
618	506.82024	24.58989583	20.520354163999997	1.119166667
619	524.8069199424	25.20170833	20.356291663999997	1.354375
620	534.8674800576	24.20091667	18.974791670000002	1.762708333
621	119.31368727744001	22.51569697	18.851878788	1.016666667
622	533.8911600576	25.4058125	20.0766875	1.518333333
623	498.64680000000016	25.0494375	20.330270833999997	1.458125
624	478.58723994239995	26.17727083	21.909604164	2.077916667
625	292.6094400576	24.76622917	21.090312504	1.615833333
626	524.1607200000001	23.36802083	16.952854164	1.368541667
627	560.1600000576	22.55270833	16.67145833	1.282083333
628	529.0354800576001	23.0643125	17.218729166	0.973541667
629	548.0013600576001	24.61172917	17.456270836	1.181041667
630	554.7960919296	24.8980625	17.6768125	1.227708333
631	783.1931157504001	24.26991667	17.518833336	1.133958333
632	560.0361600000001	26.489625	20.596583334	1.162916667
633	580.07664	27.68460417	20.738395836000002	1.680833333
634	563.1408000576	27.20170833	20.055999995999997	1.920208333
635	484.7964105024	25.51169565	20.168391302	1.795217391
636	597.9401999424001	25.10960417	19.12035417	0.545769231
637	581.2664782464001	26.76775	20.005666666	2.85
638	593.8750799424001	27.7214375	20.8335625	1.164583333
639	539.9841599424001	28.96964583	21.30302083	1.500833333
640	420.42312005760004	27.8440625	22.153229166	1.529583333
641	588.1244400576	27.28754167	21.148000004	1.317291667
642	603.1951659648	28.11422917	20.719395836	1.286666667
643	435.8016	27.17770833	22.25920833	1.438125
644	507.54564005760005	27.86554167	22.864000003999998	1.371666667
645	569.0476800000001	28.28625	23.046416666	2.048125
646	548.9103599424	28.99414583	22.163270830000002	1.0503125
647	464.4378000000001	28.5995	22.982708333999998	1.243541667
648	502.54308005760004	26.7855	22.941125	1.354347826
649	331.8405119424	27.60153333	23.269799995999996	1.428571429
650	496.41651688319996	26.77988462	23.169269236	2.125384615
651	607.5711999936	27.15422222	22.192962960000003	2.618695652
652	305.99266907520007	24.29336364	22.537090912	1.58625
653	759.96576	26.253	22.165	2.481923077
654	754.8710400576002	27.11377778	23.344074076	1.972857143
655	593.2445184000001	25.96848	22.44176	2.55
656	385.6578048	24.55484	22.63004	1.682
657	951.92928	27.15011538	19.27488461	0.5
658	636.7464	28.01507143	21.763785716	2.324615385
659	1085.1737890752	27.67172727	22.741181816	NA
660	691.5004062336	26.29630769	22.259461536	2.034230769
661	659.3574400128	26.65155556	23.52555556	1.607777778
662	384.5273321664	25.203	23.244130434	2.235238095
663	806.8630154112	28.77923077	24.47846154	3.279230769
664	811.2460113792001	30.59153571	24.807249995999996	2.759285714
665	785.6296456896002	30.48607143	24.503357144	2.206071429
666	893.4579199872	30.81188889	23.910777777999996	1.704444444
667	977.5777370688	30.93546429	23.486392862	2.125357143
668	893.72592	31.26775	24.564107141999997	2.00037037
669	823.2975770688001	31.15428571	23.146928568	1.926071429
670	909.7901486208	30.17028571	20.910142852	1.91
671	830.4864000768	28.36737037	22.214851852000002	1.005
672	754.7737370688001	26.81639286	22.327250002	1.645714286
673	921.5040000384	29.06940741	22.906962966000002	1.328461538
674	835.9323429312001	29.52796429	23.589750004000003	1.751785714
675	971.0176985280001	31.09115385	23.82392308	1.861923077
676	419.51347200000004	29.30686667	23.785000004000004	1.464
677	958.7823709248	29.82713636	23.796863632	0.28
678	602.3222399808	28.42555556	24.050444448	1.9
679	690.6101236992	27.30731818	23.675772726	1.894545455
680	585.612288	27.63416	23.881600000000002	1.5832
681	906.5054768832001	29.42296154	23.781884616	1.62
682	766.7020799424001	28.13025	24.4055	1.493333333
683	762.62256	28.28454167	24.04854167	1.896666667
684	809.3871770688002	28.22557143	23.619642858	1.858571429
685	861.3767631168002	27.91580769	23.013346152	NA
686	922.391778528	29.42976923	23.067615384	1.5672
687	950.3166856896	31.04492857	23.564214284000002	1.130714286
688	669.6134400384001	29.69419444	23.162638884	1.166111111
689	456.2532000576	28.05147917	23.386937504000002	0.851875
690	370.62379630080005	27.35384091	23.747886364	0.462727273
691	840.6997713792	29.0015	22.764571428	NA
692	337.2011999424001	27.07279167	24.118125004	NA
693	868.6860800832002	28.81507407	23.323888884	1.421923077
694	637.500672	27.3726	22.951466665999998	1.412333333
695	901.6059322944002	28.27034615	23.079038458	1.633076923
696	456.02387994239996	26.59966667	22.901000004	1.522916667
697	253.8552436416	25.20927273	23.006424245999998	1.833030303
698	565.4112000768001	25.25651852	22.039925928	1.688148148
699	254.7514164096	25.22076471	22.673705886	0.949117647
700	756.2348799552002	26.92259259	22.869111108	1.845185185
701	625.1002970688	26.95967857	22.762892856	2.636785714
702	653.6392046208	27.21982857	22.488514284	2.159714286
703	870.0159086208001	29.10403571	22.490464282	1.591428571
704	771.194240064	28.88681481	23.709259254000003	1.19
705	670.3278336000001	26.37996	21.99132	1.528
706	699.5420928000002	26.29852	22.982120000000002	2.4428
707	940.7930111999999	29.28284	22.72868	1.1176
708	779.3397256896001	30.15539286	23.684535718	1.1
709	758.5518856896001	29.05428571	23.333857138	NA
710	901.4227200576	28.75048148	23.335814814000003	NA
711	450.6955776000001	26.758	24.21576	1.695
712	890.1300185280002	29.24880769	24.02557692	2.263076923
713	493.01892	28.44622917	24.57135417	1.459583333
714	661.7677166208001	30.39837143	25.179342858000002	1.709142857
715	745.6987365696001	30.41937931	25.009310344	1.953793103
716	814.0319999424	29.62244444	24.725777774	1.328888889
717	853.5573504	30.4282	24.988439999999997	1.356
718	426.63167994239996	28.4562	24.6802	1.856
719	488.8532736000001	26.68312	24.21056	2.2928
720	306.7808914368	24.95014286	23.576238097999997	2.771904762
721	308.4225348096	24.199	22.458789474	2.239473684
722	427.4283129984001	25.40695652	22.87947826	1.884782609
723	739.7457408	27.73408	23.08544	NA
724	803.8176872256001	28.30181818	23.324999998000003	1.687727273
725	898.3229183999999	29.24116	23.50612	1.4856
726	1005.3697536000001	30.3826	23.3826	NA
727	850.0078522944001	30.27073077	23.139346154000002	1.7616
728	845.2445537664	30.158	23.878076924000002	2.112692308
729	682.3968768	28.35732	24.1794	2.23
730	888.8696764992001	29.50186364	23.659167988	1.840869565
731	712.2743999424	27.819875	23.970541666	1.225
732	989.28648	29.38804167	23.672708336	1.822857143
733	935.8889472	30.49244	23.46492	2.716
734	403.5438277056	26.55438462	23.682153850000002	2.193461538
735	720.863778528	29.77344	23.70736	2.336153846
736	475.9160832	27.70664	24.55592	2.1588
737	795.6170585280001	28.14403846	24.22426923	1.21
738	693.1426708224001	28.28392308	23.745846156	3.5552
739	382.17346560000004	27.95764	22.45892	4.05
740	765.6228864	30.84644	23.193080000000002	NA
741	991.2519936000001	30.56012	21.84948	NA
742	908.4581168832001	30.875	22.149615384	NA
743	953.2491264000003	30.83236	22.755560000000003	1.037727273
744	894.3830784000002	31.0942	23.4862	1.1432
745	870.9679872	29.7314	23.02484	2.1404
746	833.1386112000001	29.26596	22.62404	2.918
747	476.8144456896	28.35442857	22.634857142	1.746
748	594.0115200576	28.47083333	23.03533333	3.145833333
749	771.9922944	29.16833333	22.95983333	4.092
750	758.7417600576	27.68741667	23.784083336	3.08875
751	827.5834368000001	29.46596	22.56916	NA
752	901.1029248	30.5354	21.110120000000002	2.0884
753	749.910678336	28.35395652	22.552130434	2.243478261
754	774.3213078336001	26.21621739	18.863260868	3.599565217
755	766.2484224000001	26.86192	19.62312	3.214583333
756	733.0291200576	27.051	18.71575	3.061666667
757	890.7443999424	27.23004167	19.011208336	2.591666667
758	792.1995264	27.18648	18.8448	2.2296
759	887.3164799424001	28.02558333	19.399333329999997	1.629166667
760	882.1675008000001	29.84136	21.806240000000003	1.7224
761	810.6775199424001	29.81826087	22.302347826000002	1.9225
762	791.5036383360002	29.76895455	22.001500004	1.834782609
763	497.23891200000014	27.96928	21.69408	1.73
764	774.32328	27.96608333	21.52308333	2.57375
765	712.0281599424002	28.95254167	22.715125004	2.749166667
766	692.9503200576	27.92145833	21.883374996	3.005
767	715.9262976	27.90452	21.862520000000004	2.694
768	824.31864	28.06248	20.70112	2.1696
769	754.5076992	27.95732	21.036360000000002	1.3624
770	698.5274400576002	27.84270833	21.52820833	2.916666667
771	348.22760734080003	26.55857576	21.070212124	2.556060606
772	570.112128	25.51166667	22.75006667	2.019333333
773	273.5330954112	25.28369231	22.235846155999997	1.943846154
774	280.3100399424	24.34102083	20.972812496000003	2.095625
775	384.01487994240006	23.53785417	19.360020836	2.640625
776	416.7414000576	23.09589583	17.861687496000002	1.949375
777	360.3148391232001	22.42475	17.987833334	0.916875
778	413.03304	23.6484375	19.207395834	0.791666667
779	328.1313599424	24.16097917	19.399854169999998	0.766458333
780	322.3187999424	24.97066667	20.445208336	1.028541667
781	237.54348005760002	25.31614583	21.58802083	2.188541667
782	319.1013038592	21.11016667	15.259833336	1.233958333
783	102.53627999999999	18.48827083	13.608937496000001	0.838125
784	147.52908000000002	22.81385417	20.632312503999998	2.323333333
785	401.98032	24.7488125	20.872395834	2.288510638
786	127.57140000576001	22.01160417	20.584687503999998	0.764705882
787	164.9972945376	25.00378788	23.711303032	1.547575758
788	NA	NA	NA	NA
789	NA	NA	NA	NA
790	NA	NA	NA	NA
791	NA	NA	NA	NA
792	NA	NA	NA	NA
793	NA	NA	NA	NA
794	NA	NA	NA	NA
795	263.2262400000001	NA	NA	NA
796	306.05688000000004	NA	NA	NA
797	248.30604	NA	NA	NA
798	159.29532000576	17.39808333	12.307708329999999	2.099375
799	558.4985187264	18.34758974	11.38610256	2.094358974
800	186.6495600576	19.8726875	15.682187500000001	1.518333333
801	151.34148000000002	22.7	20.128416666	0.697291667
802	262.9083600576	22.56639583	19.484020830000002	1.919791667
803	14.418308570687998	21.16771429	19.847000003999998	1.632142857
804	NA	NA	NA	NA
805	NA	NA	NA	NA
806	NA	NA	NA	NA
807	NA	NA	NA	NA
808	NA	NA	NA	NA
809	588.3402240575999	NA	NA	NA
810	134.69868000000002	NA	NA	NA
811	72.87696000576	NA	NA	NA
812	61.551359999999995	11.1819375	9.557645834	2.828636364
813	130.303296	10.03616667	7.079366669999999	2.532222222
814	305.0161199424	13.11122917	9.538229170000001	NA
815	333.6373564992	12.80010417	7.797437504	NA
816	91.96773518016	8.75	7.158333334	NA
817	NA	NA	NA	NA
818	NA	NA	NA	NA
819	NA	NA	NA	NA
820	NA	NA	NA	NA
821	NA	NA	NA	NA
822	519.5577600000001	18.405	9.725714286000002	0.624285714
823	281.2100400576	15.11289583	11.951104164	0.600851064
824	303.07500000000005	18.93754167	13.351750004000001	0.957291667
825	292.6868399424	15.0113125	9.966479166	0.841875
826	292.3243200576	16.0499375	12.187354165999997	0.682340426
827	205.55424000000005	19.566	16.937708333999996	2.455581395
828	313.64747994239997	15.80075	7.082875000000001	3.197916667
829	141.30856420416	6.730305556	0.7499722220000011	1.3
830	354.7355294016	8.499840909	3.3420681809999992	1.062954545
831	320.0114618496	10.85670833	4.996208330000001	0.693125
832	276.0249600576	11.85479167	7.467666669999999	0.587083333
833	230.19263994239998	13.38077083	8.882062496	0.216666667
834	217.2762000576	17.12079167	14.292916669999999	NA
835	264.4797600576	19.04041667	15.854708335999998	NA
836	252.0126	18.86270833	15.823249996000001	NA
837	124.02539999424002	17.948375	15.842916665999999	NA
838	103.61268000576	16.55933333	11.597333330000001	NA
839	82.44828000000001	18.95410417	17.718770836	NA
840	291.5951164992	18.34489583	15.018729163999998	NA
841	292.7699999424	13.23852083	9.272520830000001	NA
842	287.32108803840003	15.98814583	12.851937496000001	NA
843	131.38920000576002	21.07308333	19.30320833	3.024210526
844	282.29608425600003	14.016	10.772105264	2.573030303
845	NA	NA	NA	NA
846	NA	NA	NA	NA
847	NA	NA	NA	NA
848	NA	NA	NA	NA
849	NA	NA	NA	NA
850	NA	NA	NA	NA
851	NA	NA	NA	NA
852	NA	NA	NA	NA
853	NA	NA	NA	NA
854	NA	NA	NA	NA
855	NA	NA	NA	NA
856	NA	NA	NA	NA
857	517.7376000576	16.16436364	5.228181822000002	NA
858	336.24892800000003	10.86229167	4.986708335999999	NA
859	243.5880959424	14.46506667	10.046000004	1.74875
860	471.99559680000004	23.97704	19.51656	2.411304348
861	92.37204000576	21.45647917	18.447145836000004	2.118125
862	533.3406455232	11.82745455	2.4466818220000004	2.28195122
863	384.62798764800004	9.450395833	4.429895832999999	0.707291667
864	314.79525815040006	11.49364583	8.023104164	0.9775
865	509.1629462784	11.55260417	3.95947917	1.302916667
866	323.73943574400005	11.40585417	7.410062504	0.493428571
867	227.0052	18.43710417	14.255062504000001	NA
868	281.7956855232	23.651	19.149551724	NA
869	247.57739994240006	22.02854167	19.022125004	NA
870	249.38963994239998	22.29464583	19.18452083	NA
871	233.99568005760005	19.65435417	17.379687504000003	NA
872	284.57856005760004	20.45554167	17.603875004	NA
873	213.71472	19.54795833	17.36783333	NA
874	475.9329102912001	18.15910345	11.900206898	4.087826087
875	285.54444	16.44220833	12.215333329999998	2.3725
876	166.45643999424004	18.29439583	15.561312496	NA
877	732.0153600000001	9.399913043	0.8813913029999991	2.699565217
878	691.3389600575999	5.763229167	-2.292729166999999	2.579375
879	302.57280000000003	4.912680851	-3.7909361709999994	3.232765957
880	295.58345143680003	15.65161905	11.97657143	2.387619048
881	182.05595994240002	15.67414583	13.58477083	0.71875
882	371.47161600000004	14.64560417	9.474062504000003	NA
883	260.852118336	10.30829167	4.976583335999998	NA
884	115.00020000576001	13.47441667	8.803583336	NA
885	376.0959850560001	12.67016667	7.057083336	NA
886	65.3137297344	8.717045455	6.039000001	1.346428571
887	124.46748000576002	13.020625	10.535541666	2.671666667
888	115.12079999424	14.70541667	12.201541670000001	2.136153846
889	113.63652000000002	13.14697917	11.044354169999998	NA
890	524.0810541888001	11.8865641	4.968410253999998	2.504090909
891	389.345105376	12.27554167	7.336833336000001	NA
892	245.78820005760005	13.06608333	9.494291664000002	NA
893	264.82931994240005	17.26622917	13.756270835999999	NA
894	192.33720000000002	22.30566667	18.049375003999998	NA
895	380.86021566720007	16.27079167	8.106958336000002	NA
896	666.3065600448001	10.2686875	2.7188958340000005	NA
897	405.6184320192001	12.463875	7.978791665999999	NA
898	326.44944000000004	16.86922917	13.106812504000002	NA
899	304.36632005760003	20.667125	17.234708333999997	NA
900	24.011712005760003	19.30746667	18.324800004	NA
901	NA	NA	NA	NA
902	NA	NA	NA	NA
903	NA	NA	NA	NA
904	NA	NA	NA	NA
905	345.44629889280003	19.74647368	17.184368416	1.57
906	287.39880000000005	19.99245833	17.141249996000003	NA
907	299.15136	21.545625	18.372875	NA
908	160.00343999424	19.13229167	16.168541670000003	2.64
909	127.67832000576001	8.501333333	5.378208333000001	NA
910	537.3430831872001	8.040729167	1.933645833	NA
911	403.69536000000005	12.46425	7.543708334	NA
912	276.39395994240004	16.60464583	11.487979163999999	NA
913	51.93963573696	18.66810638	15.452872338	NA
914	133.59384000000003	17.60429167	16.129875004	1.973125
915	469.6288543872	11.23335417	4.553270836	2.429791667
916	844.4510031168002	8.296875	1.70925	1.343333333
917	665.2239709824	11.1561875	2.911604166	1.871666667
918	605.3548799808	10.77327083	3.3608124959999994	0.903541667
919	339.3416987712	15.69745833	8.457499996	1.394583333
920	353.3234399424	19.734	14.047958334000002	1.886875
921	345.16692	22.4179375	17.776645834	1.894166667
922	228.07259994240007	23.13189583	19.690395830000003	2.498125
923	375.2355599424	18.36654167	11.783791670000001	2.968333333
924	895.8663137664003	11.94814583	0.026104163999999486	2.608125
925	461.08224000000007	11.83777083	5.733270830000001	2.394210526
926	183.86740800000004	15.61955	11.03325	1.2825
927	284.55948000000006	19.2895	13.638250000000001	0.577352941
928	383.02164005760005	20.40033333	14.568624995999997	0.906666667
929	409.22928	19.401875	13.794833334	0.631458333
930	450.78336	20.02841667	14.010666669999997	0.676304348
931	440.72208	21.12879167	15.351125004	0.705217391
932	448.2021600000001	22.19133333	16.160999996	0.826041667
933	344.8292399424	22.42608333	17.302083330000002	2.102291667
934	397.3186800576001	21.85345833	17.41545833	1.385416667
935	397.61460005760006	23.47854167	17.833458336	1.367083333
936	431.8070399424	22.85554167	17.640125004	1.323333333
937	443.14308005760006	23.32395833	17.961666664	0.9645
938	437.9003999424001	22.69002083	17.199229164000002	0.916458333
939	424.1527200000001	22.97233333	17.69308333	0.817708333
940	431.66412	23.65664583	18.957145829999998	1.559583333
941	379.04184005760004	22.39958333	17.44545833	1.536666667
942	415.43767140479997	23.670875	19.049208334	2.733333333
943	368.3952000576	23.66420833	19.327249996000003	1.516666667
944	458.2814400576001	24.0756875	19.251770834000002	1.240833333
945	517.1690757888	24.30766667	17.950458335999997	1.088541667
946	503.29728	24.34308333	19.05133333	1.099375
947	491.6020289472	24.27939583	19.201145829999998	1.186875
948	297.6123600000001	23.37820833	18.794749996	2.261458333
949	552.2148000000002	16.87477083	10.73627083	2.18125
950	624.5990868672001	16.18041667	10.26554167	0.865416667
951	638.548704	18.0014375	11.472687500000003	0.736875
952	513.0765818496	20.43629167	12.848958335999999	0.844375
953	134.21592	19.71960417	15.659395836	0.824166667
954	392.0493600576001	20.2141875	15.704937500000002	1.522291667
955	536.63364	21.83985417	15.994395835999999	0.81875
956	311.823	23.52108333	19.047458329999998	1.695416667
957	447.31548000000004	26.29622917	20.82685417	2.875416667
958	344.02608005760004	22.46775	15.871666666	2.428125
959	653.6414651903999	18.3426875	10.189770834	1.029583333
960	366.3302400576	24.36616667	19.153375003999997	2.374166667
961	264.82140000000004	26.70997917	21.848020836000003	3.565
962	115.19855999424001	24.12454167	22.691750004	0.838125
963	92.44692	21.89329167	20.578166669999998	1.530625
964	461.23128	17.57622917	12.851312504000003	2.723125
965	472.2683004288001	19.0929375	13.179062500000002	1.772916667
966	166.82868000000002	22.20666667	20.08504167	1.173125
967	473.93891994240005	24.67291667	20.34416667	1.943958333
968	461.7331200576001	25.65202083	20.37214583	2.934166667
969	578.6399182464	22.17435417	15.625145836000002	1.15875
970	593.346894624	21.47904167	13.659500004	1.397083333
971	497.34196369920005	23.48152083	16.48689583	2.422916667
972	114.18480000576002	21.80516667	18.402458336	2.198958333
973	446.2851600000001	23.90483333	20.426624995999997	1.808541667
974	473.22468000000003	24.1864375	19.116395834000002	1.896666667
975	900.6244200000001	18.8463125	10.086270834	1.996041667
976	656.4820113792	18.80047917	12.78647917	1.231041667
977	546.3361339776	22.14666667	15.68666667	2.037708333
978	496.87416005759997	22.2734375	16.394020834	2.497291667
979	711.9983766528001	19.26279167	12.012875003999998	1.515208333
980	715.1587200000001	20.07439583	12.669812496	0.702916667
981	704.5255385280002	22.28389583	15.633604163999998	0.901666667
982	599.0564221056001	22.70085417	17.304687504	1.302083333
983	499.9272872256	22.9513125	18.319145834	1.576041667
984	488.44273017600005	23.75383333	18.23770833	1.773333333
985	826.0363200384002	18.28177083	8.339229163999999	2.266041667
986	806.7465599616	17.89414583	10.346104164	1.81125
987	503.3786399424	20.97904167	15.25804167	1.9975
988	230.60411994240008	18.86095833	14.558874996	1.848333333
989	587.9505600576	21.26420833	15.708166664	1.243541667
990	754.6480674048	20.16370833	11.412791663999998	1.679375
991	574.7517658368001	20.89022917	15.561770836	1.665833333
992	506.43503994240007	22.53758333	16.549916664	2.159583333
993	483.31728	22.92602083	17.838854164	2.286923077
994	449.0636400576001	24.16664583	19.632979164	2.389791667
995	437.5594800576	24.9096875	20.651229166	1.641458333
996	358.32275994240007	24.98195833	19.834249996	1.918958333
997	525.8674799424001	25.23202083	18.710729164	2.415208333
998	504.7862400576001	NA	NA	1.909791667
999	556.3065600576001	25.70754167	19.750333336	1.506666667
1000	561.2061599424001	26.14514583	19.281812496	1.655208333
1001	496.3518	26.45277083	20.772687496	1.359791667
1002	416.2215599424	26.29935417	21.072145836	1.747083333
1003	144.90756000576	24.72806667	21.41406667	1.787291667
1004	257.36940000000004	NA	NA	1.980416667
1005	385.0416	NA	NA	0.929
1006	255.03948005760003	25.64020833	22.29270833	1.029166667
1007	395.5086000576	24.25627083	21.526979163999997	1.461458333
1008	483.1948800576	25.44897917	22.029687504	1.085416667
1009	573.9429600576	26.98195833	22.047583330000002	1.3575
1010	400.60764000000006	25.81052083	22.321479164000003	2.162708333
1011	472.30416005760003	25.09977083	19.635020830000002	2.044166667
1012	328.0507200576	24.05345833	19.20295833	0.98125
1013	246.1672800576	23.3009375	21.687104166	1.101041667
1014	236.48004000000003	24.4279375	22.0524375	1.037916667
1015	127.47131999999999	24.11152083	22.29789583	1.194166667
1016	113.49107999424	24.2514375	23.177104166000003	1.232291667
1017	367.89084005760003	25.82216667	23.405250004000003	1.388541667
1018	244.54367994240005	26.59714583	23.982604163999998	0.515
1019	408.31776	26.18077083	22.98339583	0.885208333
1020	411.07680005760005	25.70925	22.922791666000002	0.815625
1021	507.76667994240006	26.54495833	21.523708329999998	1.190416667
1022	402.4512000000001	24.424125	21.039041666	1.92875
1023	496.03787994239997	25.20554167	21.253041669999998	1.700416667
1024	292.2725189376	24.26608108	19.888945944	1.598378378
1025	601.6849200576	23.58664583	18.074312495999997	1.248333333
1026	464.98104	23.11429167	18.46041667	NA
1027	574.0635599424	25.3171875	20.598104166	NA
1028	466.05132	25.81297917	21.71785417	NA
1029	494.1608399424001	25.416375	21.860374999999998	NA
1030	601.3900800576	27.26616667	21.694958336	NA
1031	589.9561043328001	26.7563125	21.368020834	NA
1032	365.13936000000007	26.36645833	22.72158333	NA
1033	566.7588000576	28.094625	23.484541666	NA
1034	508.74587999999994	27.614	22.928958334	1.391764706
1035	482.96304000000003	28.3204375	22.821729166	1.117291667
1036	280.01808000000005	27.63497917	23.38185417	0.735
1037	500.67288	27.767875	23.039166666	1.210208333
1038	560.51892	28.81083333	23.691374996	1.353958333
1039	455.66280000000006	28.27339583	23.923562496	1.3325
1040	358.3720800000001	26.6233125	22.8333125	1.579583333
1041	414.558	26.2868125	22.9240625	1.417916667
1042	341.1619200576	27.09825	23.5945	1.001666667
1043	339.41664005760003	25.14472917	22.903187504	0.9075
1044	288.4320000576001	25.2060625	23.144395834	1.384583333
1045	296.96184005760006	25.04339583	23.075229164000003	1.607291667
1046	364.1644799424	25.98347917	23.117937504	1.938541667
1047	385.7475600576	27.01329167	23.731250004	2.00375
1048	494.61983994240006	28.216125	24.070625	1.542291667
1049	500.14368000000013	28.96214583	24.46889583	0.699285714
1050	542.65572	28.06152083	24.169104164	NA
1051	588.40992	28.709875	22.36175	1.776666667
1052	504.43344	28.2619375	22.9836875	1.784375
1053	479.91708005760006	29.010625	24.297250000000002	1.501666667
1054	-3.4776000000000007	26.077625	22.9195	1.205625
1055	508.67676000000006	26.83514583	22.849979163999997	1.508541667
1056	422.5582800576001	28.02539583	23.457354164	1.249166667
1057	459.21240005760006	28.17960417	23.306395836	1.405208333
1058	505.44720005760007	28.48514583	23.301479164	1.172916667
1059	513.3859199423999	28.27229167	23.26329167	1.294791667
1060	420.49476000000004	28.12895833	23.611624996	1.176041667
1061	355.85784	27.303	23.155541665999998	1.389791667
1062	275.54688000000004	26.52689583	23.829104164	1.202916667
1063	482.4691200576001	27.73027083	23.339520829999998	1.565833333
1064	495.15408000000014	28.43097917	23.29435417	1.687916667
1065	484.61544000000004	27.32677083	23.06227083	1.272291667
1066	439.82819994240003	26.66827083	23.367395830000003	1.110625
1067	389.50775994240007	26.77808333	23.321041664	1.685
1068	275.64875994240003	25.4736875	22.974895834	1.329166667
1069	451.99188000000004	26.67522917	23.436270836000002	1.470416667
1070	90.68173713792001	26.15475	24.225250000000003	0.564285714
1071	543.0805199424001	29.07970833	23.582958329999997	1.83
1072	439.6407651648001	27.20020833	23.266666664	1.585208333
1073	495.24696000000006	28.43266667	23.868375004	2.079791667
1074	484.26624005760004	29.57870833	24.570166664000002	1.404375
1075	490.8078000576	27.86935417	23.463020836	1.395416667
1076	407.00520005760006	27.2394375	23.367895834000002	1.13
1077	305.2054800576	25.6635	22.813166665999997	1.011666667
1078	485.6284800000001	26.5864375	22.871062499999997	0.94875
1079	526.0248000000001	28.14833333	23.13108333	1.025833333
1080	528.7730400576	27.68695833	22.513249996	1.216666667
1081	206.24868	25.18647917	22.690437504	1.051458333
1082	454.50936	26.48133333	23.267666663999997	0.993125
1083	451.28772000000004	27.32947917	23.287145836	1.046666667
1084	537.3781199424001	27.49233333	23.076083330000003	1.265714286
1085	283.76784	26.48370833	23.629749995999997	NA
1086	540.0435599424	28.29979167	23.958250004	2.581428571
1087	287.00927994240004	27.46564583	23.698062496	0.909791667
1088	288.53352005760007	26.18927083	23.507687496	1.231875
1089	396.10080000000005	25.02713043	22.539304343999998	1.361041667
1090	298.9555200576001	26.12454167	23.018500004	0.919791667
1091	225.58319994240003	24.34689583	22.036479164	1.712708333
1092	237.39372000000006	25.29552083	22.691020830000003	1.03125
1093	406.5181200576001	26.66922917	23.561479170000002	1.230833333
1094	399.3368399424	28.199625	24.915333334000003	1.779375
1095	442.1754000576	29.44985417	25.396187503999997	1.716808511
1096	434.99124005760007	29.14	24.842083334	1.448541667
1097	355.03884005760005	27.84858333	24.382624996	1.362083333
1098	352.8856800000001	27.32297917	24.591229170000002	0.916875
1099	284.67504	27.05904167	24.584833336	1.294375
1100	315.33732000000003	25.63245833	23.560749996	1.722708333
1101	243.16559994240004	25.844875	24.200625	1.355416667
1102	397.65816000000007	26.78589583	24.399145830000002	1.557083333
1103	498.45780000000013	28.16075	24.549583334	0.764791667
1104	471.1813200000001	28.82183333	24.639791664	1.119583333
1105	354.7403999424	28.50395833	24.540749996	1.017708333
1106	432.5688000576	29.29810417	24.359020836	0.844375
1107	302.0540400576	27.614625	23.747208334	0.997916667
1108	306.6980400576	25.82060417	22.85972917	1.555208333
1109	313.1539199424001	25.79041667	22.34316667	1.622291667
1110	339.21576005760005	26.18164583	23.18977083	1.288541667
1111	68.6232	25.34233333	23.825611107999997	0.701666667
